pub_date	title	venue	excerpt	citation	url_slug	paper_url
2024-02-15	LeCo: Lightweight Compression via Learning Serial Correlations	SIGMOD	This paper is about a lightweight lossless compression technique (LeCo), leveraging serial correlations to achieve compression.  https://dl.acm.org/doi/10.1145/3639320
